cod;original;simplified
3836;Cercano a la Plaza de Santa Ana se encuentra el conocido como Callejón del Gato, dedicado al poeta madrileño Álvarez del Gato, donde Valle-Inclán encontró los espejos convexos y cóncavos deformantes que utilizó en su obra «Luces de Bohemia» para definir el esperpento, la visión deformada de la tragedia de España, vista por los ojos de un Max Estrella, personaje central de su obra;Cercano a la Plaza de Santa Ana se encuentra el conocido como Callejón del Gato, dedicado al poeta madrileño Álvarez del Gato, donde Valle-Inclán encontró los espejos convexos y hueco deformantes que utilizó en su obra «Luces de Bohemia» para definir el esperpento, la visión deformada de la tragedia de España, vista por los ojos de un Max Estrella, personaje central de su obra
8284;Los niÃ±os de madres que hayan tomado CliptoÂ® deben ser observados estrechamente en relaciÃ³n a hipotensiÃ³n, oliguria e hiperpotasiemia.;Los niÃ±os de madres que hayan tomado CliptoÂ® deben ser observados estrechamente en relaciÃ³n a presiÃ³n arterial baja, disminuciÃ³n de orina e hiperpotasiemia.
7349;"Con sus soluciones nutricionales, Nutricia apoya el crecimiento y desarrollo saludable durante los primeros 1.000 días, y ayuda a abordar algunos de los mayores desafíos de salud del mundo: nacimiento prematuro; fallo de medro (crecimiento insuficiente); alergia alimentaria; enfermedades metabólicas raras; enfermedades crónicas y relacionadas con la edad, como fragilidad, cáncer, ictus y enfermedad de Alzheimer leve.";"Con sus soluciones nutricionales, Nutricia apoya el crecimiento y desarrollo saludable durante los primeros 1.000 días, y ayuda a tratar algunos de los mayores desafíos de salud del mundo: nacimiento prematuro; fallo de medro (crecimiento insuficiente); alergia alimentaria; enfermedades metabólicas raras; enfermedades crónicas y relacionadas con la edad, como fragilidad, cáncer, ictus y enfermedad de Alzheimer leve."
5037;Para mí, el trabajo ha sido siempre una afición más que una obligación;Para mí, el trabajo ha sido siempre una pasatiempo más que una obligación
5866;mito de que levantar peso o hacer ejercicios de fuerza es perjudicial para la espalda; creencia de que levantar peso o hacer ejercicios de fuerza es perjudicial para la espalda
2246;El formato electrónico ayuda a la motivación de los participantes y los ejercicios y fotografías que emplea son acordes y atractivos para los adultos;El formato electrónico ayuda a la motivación de los participantes y los ejercicios y fotografías que emplea son adecuadas y atractivos para los adultos
2647;Para minimizar los daños que estas personas pueden sufrir, desde el Ministerio de Sanidad, Consumo y Bienestar Social se insiste en un decálogo de recomendaciones generales:;Para minimizar los daños que estas personas pueden sufrir, desde el Ministerio de Sanidad, Consumo y Bienestar Social se  pone énfasis en un decálogo de recomendaciones generales:
2483;La Ministra ha recordado que las ciencias sociales han demostrado que el modelo económico y social dominante en una sociedad es determinante para el estado de salud de la población;La Ministra ha recordado que las ciencias sociales han demostrado que el modelo económico y social dominante en una sociedad es  condicionante para el estado de salud de la población
370;"Desde los recogidos por encuestas de salud de la población, que obtienen periódicamente información en cerca de 30.000 hogares; las altas hospitalarias o el seguimiento en la Atención Primaria de una cohorte de 4,7 millones de personas";"Desde los recogidos por encuestas de salud de la población, que  logran periódicamente información en cerca de 30.000 hogares; las altas hospitalarias o el seguimiento en la Atención Primaria de una cohorte de 4,7 millones de personas"
5598;Esta relación estable en el tiempo se fundamenta en que la denominada hormona D, tal y como apuntan los expertos, juega un papel muy relevante en la salud ósea ya que, entre otras acciones, interviene en la absorción de calcio en el intestino;Esta relación estable en el tiempo se basa en que la denominada hormona D, tal y como apuntan los expertos, juega un papel muy relevante en la salud ósea ya que, entre otras acciones, interviene en la absorción de calcio en el intestino
1174;A  todo esto, si sumamos las dificultades funcionales que se derivan del propio proceso de envejecimiento: la lentitud en los reflejos, la menor movilidad y la disminución de la agudeza visual y auditiva, hacen que en edades avanzadas seamos más susceptibles de sufrir un sinestro en las vías y que, en caso de ocurrir, las consecuencias sean de mayor gravedad;A  todo esto, si sumamos las dificultades funcionales que se derivan del propio proceso de envejecimiento: la lentitud en los reflejos, la menor movilidad y la disminución de la agudeza visual y auditiva, hacen que en edades avanzadas seamos más susceptibles de sufrir un  fatalidad en las vías y que, en caso de ocurrir, las consecuencias sean de mayor gravedad
7191;Porque no se puede admitir por más tiempo que la burocracia o el estrés del sistema administrativo público de admisión de nuevos usuarios de los servicios, no resuelva la legítima necesidad de las personas mayores y en situación de dependencia de ser atendidas;Porque no se puede admitir por más tiempo que la burocracia o el estrés del sistema administrativo público de  ingreso de nuevos usuarios de los servicios, no resuelva la legítima necesidad de las personas mayores y en situación de dependencia de ser atendidas
2877;Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el esfuerzo investigador”;Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el  trabajo investigador”
6533;El cerebro recibe un 20% del total del flujo sanguíneo, y si nuestro cuerpo está deshidratado, el volumen de sangre, incluida la que alcanza el cerebro, se verá reducida;El cerebro recibe un 20% del total del circulación sanguíneo, y si nuestro cuerpo está deshidratado, el volumen de sangre, incluida la que alcanza el cerebro, se verá reducida
3145;Hay que “atraerlo a la órbita de la salud pública”, ha asegurado la Ministra en la inauguración de la jornada sobre prevención del suicidio ‘Una realidad silenciada’, organizada por la Confederación Salud Mental España en Madrid;Hay que “atraerlo a la ámbito de la salud pública”, ha asegurado la Ministra en la inauguración de la jornada sobre prevención del suicidio ‘Una realidad silenciada’, organizada por la Confederación Salud Mental España en Madrid
1719;En su resolución, el Tribunal considera que “el Imserso, en la redacción de los pliegos, ha pretendido el diseño de un sistema imparcial, objetivo, automático y estricto que garantice la transparencia del procedimiento de licitación, mediante la fijación de criterios automáticos, sin precisar valoraciones subjetivas y evitando así cualquier aplicación arbitraria o incorrecta”.;En su resolución, el Tribunal considera que “el Imserso, en la redacción de los pliegos, ha pretendido el diseño de un sistema  neutral, objetivo, automático y estricto que garantice la transparencia del procedimiento de licitación, mediante la fijación de criterios automáticos, sin precisar valoraciones subjetivas y evitando así cualquier aplicación arbitraria o incorrecta”.
4179;En la ciudad suiza de Basilea, que hace esquina con Alemania y Francia, la belleza de la decoración en el casco viejo sumerge al visitante en una atmósfera verdaderamente especial;En la ciudad suiza de Basilea, que hace esquina con Alemania y Francia, la belleza de la decoración en el casco viejo sumerge al visitante en una ambiente verdaderamente especial
1151;Según ha valorado, estos cambios demográficos son reflejo de la solidaridad de la ciudadanía, cuya voluntad ha puesto en marcha “logros tan importantes” como el sistema de protección social y de servicios sociales, la universalización de la atención sanitaria, el sistema de pensiones y el Sistema de Promoción de la Autonomía Personal y Atención a las Personas en situación de Dependencia.;Según ha valorado, estos cambios demográficos son reflejo de la solidaridad de la ciudadanía, cuya voluntad ha puesto en marcha “ éxitos tan importantes” como el sistema de protección social y de servicios sociales, la universalización de la atención sanitaria, el sistema de pensiones y el Sistema de Promoción de la Autonomía Personal y Atención a las Personas en situación de Dependencia.
5005;En la primera parte de la presente legislatura, el Gobierno se ha dedicado a resolver el problema más urgente, que era salir de la crisis económica;En la primera parte de la actual legislatura, el Gobierno se ha dedicado a resolver el problema más urgente, que era salir de la crisis económica
1239;Otro de los retos, “que se ha hecho más evidente durante la crisis”, es la limitada capacidad del sistema de protección social para lidiar con las crecientes desigualdades y la pobreza;Otro de los retos, “que se ha hecho más  obvio durante la crisis”, es la limitada capacidad del sistema de protección social para lidiar con las crecientes desigualdades y la pobreza
1653;Carcedo ha insistido en que el Plan sigue las directrices de la Organización Mundial de la Salud (OMS) y es acorde al Plan de acción mundial sobre la respuesta de salud pública a la demencia 2017-2025;Carcedo ha insistido en que el Plan sigue las pautas de la Organización Mundial de la Salud (OMS) y es acorde al Plan de acción mundial sobre la respuesta de salud pública a la demencia 2017-2025
